prodbyassp,0.28,8
sincewrelymo,0.50,14
momo,36.85,28
momo,60.04,40
fwe,3.05,3
fwe,77.30,49
dwd,1.01,1
dwd,1.01,1
dwdw,3.03,3
dwdw,1.05,1
wd,2.00,1
wd,1.98,1
dw,1.98,1
dwad,1.99,1
wadw,5.53,5
wadw,15.14,12
wadw,8.21,7
wadw,29.99,22
wadw,104.12,51
wadw,287.89,89
wadw,3.27,3
wadw,3.29,3
wadw,4.47,4
wadw,2.17,2
daw,41.04,28
daw,56.65,35
daw,7.54,6
daw,1.03,1
daw,3.31,3
daw,3.28,3
daw,4.45,4
daw,1.03,1
daw,43.57,29
daw,23.89,18
daw,41.31,28
daw,128.60,57
